"Country or territory of asylum or residence","Country or territory of origin","Year","Refugees","Refugees assisted by UNHCR","Total refugees and people in refugee-like situations","Total refugees and people in refugee-like situations assisted by UNHCR"
"Kuwait","Syrian Arab Rep.","2010","4","0","4","0"
"Kyrgyzstan","Afghanistan","2010","415","415","415","415"
"Kyrgyzstan","China","2010","3","3","3","3"
"Kyrgyzstan","Dem. People's Rep. of Korea","2010","3","3","3","3"
"Kyrgyzstan","Iraq","2010","1","1","1","1"
"Kyrgyzstan","Islamic Rep. of Iran","2010","4","4","4","4"
"Kyrgyzstan","Russian Federation","2010","0","0","0","0"
"Kyrgyzstan","Syrian Arab Rep.","2010","11","11","11","11"
"Kyrgyzstan","Uzbekistan","2010","71","71","2021","521"
"Latvia","Afghanistan","2010","19","0","19","0"
"Latvia","Azerbaijan","2010","4","0","4","0"
"Latvia","Belarus","2010","7","0","7","0"
"Latvia","Cuba","2010","2","0","2","0"
"Latvia","Dem. Rep. of the Congo","2010","1","0","1","0"
"Latvia","Iraq","2010","3","0","3","0"
"Latvia","Islamic Rep. of Iran","2010","1","0","1","0"
"Latvia","Kenya","2010","2","0","2","0"
"Latvia","Kyrgyzstan","2010","1","0","1","0"
"Latvia","Pakistan","2010","3","0","3","0"
"Latvia","Russian Federation","2010","6","0","6","0"
"Latvia","Somalia","2010","7","0","7","0"
"Latvia","Sri Lanka","2010","2","0","2","0"
"Latvia","State of Palestine","2010","2","0","2","0"
"Latvia","Sudan","2010","1","0","1","0"
"Latvia","Turkey","2010","1","0","1","0"
"Latvia","Uzbekistan","2010","6","0","6","0"
"Lebanon","Afghanistan","2010","9","9","9","9"
"Lebanon","Algeria","2010","4","4","5","5"
"Lebanon","Armenia","2010","0","0","1","1"
"Lebanon","Egypt","2010","9","9","11","11"
"Lebanon","Eritrea","2010","4","4","7","7"
"Lebanon","Ethiopia","2010","0","0","16","16"
"Lebanon","Ghana","2010","0","0","0","0"
"Lebanon","Iraq","2010","7630","7630","7630","7630"
"Lebanon","Islamic Rep. of Iran","2010","39","39","40","40"
"Lebanon","Jordan","2010","18","18","20","20"
"Lebanon","Kuwait","2010","1","1","1","1"
"Lebanon","Libya","2010","1","1","1","1"
"Lebanon","Madagascar","2010","0","0","1","1"
"Lebanon","Morocco","2010","0","0","0","0"
"Lebanon","Philippines","2010","1","1","18","18"
"Lebanon","Romania","2010","0","0","1","1"
"Lebanon","Russian Federation","2010","0","0","1","1"
"Lebanon","Saudi Arabia","2010","1","1","1","1"
"Lebanon","Sierra Leone","2010","0","0","0","0"
"Lebanon","Somalia","2010","18","18","20","20"
"Lebanon","Sri Lanka","2010","0","0","11","11"
"Lebanon","State of Palestine","2010","13","13","37","37"
"Lebanon","Stateless","2010","5","5","6","6"
"Lebanon","Sudan","2010","133","133","133","133"
"Lebanon","Sweden","2010","0","0","1","1"
"Lebanon","Syrian Arab Rep.","2010","40","40","64","64"
"Lebanon","Tunisia","2010","11","11","12","12"
"Lebanon","Turkey","2010","8","8","9","9"
"Lebanon","United Kingdom","2010","0","0","1","1"
"Lebanon","United States","2010","0","0","1","1"
"Lebanon","Yemen","2010","4","4","5","5"
"Liberia","Algeria","2010","1","1","1","1"
"Liberia","Burkina Faso","2010","0","0","4","4"
"Liberia","Chad","2010","1","1","1","1"
"Liberia","Côte d'Ivoire","2010","24536","24536","24536","24536"
"Liberia","Dem. Rep. of the Congo","2010","5","5","5","5"
"Liberia","Ethiopia","2010","0","0","0","0"
"Liberia","Ghana","2010","0","0","2","2"
"Liberia","Guinea","2010","0","0","0","0"
"Liberia","Iraq","2010","3","3","3","3"
"Liberia","Mauritania","2010","1","1","1","1"
"Liberia","Nigeria","2010","0","0","1","1"
"Liberia","Pakistan","2010","1","1","1","1"
"Liberia","Rwanda","2010","1","1","1","1"
"Liberia","Sierra Leone","2010","170","170","170","170"
"Liberia","Somalia","2010","1","1","1","1"
"Liberia","State of Palestine","2010","1","1","1","1"
"Liberia","Sudan","2010","9","9","9","9"
"Liberia","Togo","2010","3","3","4","4"
"Liberia","Uganda","2010","2","2","2","2"
"Libya","Afghanistan","2010","0","0","0","0"
"Libya","Algeria","2010","6","0","6","0"
"Libya","Cameroon","2010","1","0","1","0"
"Libya","Chad","2010","20","5","20","5"
"Libya","Côte d'Ivoire","2010","6","0","6","0"
"Libya","Dem. Rep. of the Congo","2010","29","30","29","30"
"Libya","Egypt","2010","3","0","3","0"
"Libya","Eritrea","2010","976","239","976","239"
"Libya","Ethiopia","2010","39","36","39","36"
"Libya","Haiti","2010","0","0","0","0"
"Libya","Iraq","2010","2885","193","2885","193"
"Libya","Liberia","2010","41","4","41","4"
"Libya","Mauritania","2010","0","0","0","0"
"Libya","Nigeria","2010","1","0","1","0"
"Libya","Somalia","2010","342","221","342","221"
"Libya","State of Palestine","2010","2739","484","2739","484"
"Libya","Sudan","2010","834","701","834","701"
"Libya","Togo","2010","1","0","1","0"
"Liechtenstein","Algeria","2010","1","0","1","0"
"Liechtenstein","Armenia","2010","16","0","16","0"
"Liechtenstein","Bosnia and Herzegovina","2010","2","0","2","0"
"Liechtenstein","China","2010","1","0","1","0"
"Liechtenstein","Islamic Rep. of Iran","2010","2","0","2","0"
"Liechtenstein","Serbia (and Kosovo: S/RES/1244 (1999))","2010","62","0","62","0"
"Liechtenstein","Various","2010","8","0","8","0"
"Lithuania","Afghanistan","2010","108","0","108","0"
"Lithuania","Armenia","2010","3","0","3","0"
"Lithuania","Azerbaijan","2010","3","0","3","0"
"Lithuania","Belarus","2010","11","0","11","0"
"Lithuania","Cameroon","2010","5","0","5","0"
"Lithuania","Cuba","2010","3","0","3","0"
"Lithuania","Dem. Rep. of the Congo","2010","1","0","1","0"
"Lithuania","Eritrea","2010","3","0","3","0"
"Lithuania","Ethiopia","2010","3","0","3","0"
"Lithuania","Georgia","2010","2","0","2","0"
"Lithuania","Iraq","2010","14","0","14","0"
"Lithuania","Islamic Rep. of Iran","2010","6","0","6","0"
"Lithuania","Israel","2010","2","0","2","0"
"Lithuania","Nigeria","2010","4","0","4","0"
"Lithuania","Pakistan","2010","3","0","3","0"
"Lithuania","Russian Federation","2010","578","0","578","0"
"Lithuania","Somalia","2010","22","0","22","0"
"Lithuania","Sri Lanka","2010","7","0","7","0"
"Lithuania","Stateless","2010","6","0","6","0"
"Lithuania","Syrian Arab Rep.","2010","3","0","3","0"
"Lithuania","Tajikistan","2010","1","0","1","0"
"Lithuania","Togo","2010","1","0","1","0"
"Lithuania","Uzbekistan","2010","11","0","11","0"
"Lithuania","Viet Nam","2010","1","0","1","0"
"Lithuania","Yemen","2010","1","0","1","0"
"Lithuania","Zimbabwe","2010","1","0","1","0"
"Luxembourg","Afghanistan","2010","0","0","0","0"
"Luxembourg","Albania","2010","0","0","0","0"
"Luxembourg","Azerbaijan","2010","0","0","0","0"
"Luxembourg","Belarus","2010","0","0","0","0"
"Luxembourg","Cameroon","2010","0","0","0","0"
"Luxembourg","Chad","2010","0","0","0","0"
"Luxembourg","Congo","2010","0","0","0","0"
"Luxembourg","Costa Rica","2010","0","0","0","0"
"Luxembourg","Côte d'Ivoire","2010","0","0","0","0"
"Luxembourg","Dem. Rep. of the Congo","2010","0","0","0","0"
"Luxembourg","Eritrea","2010","0","0","0","0"
"Luxembourg","Ethiopia","2010","0","0","0","0"
"Luxembourg","Georgia","2010","0","0","0","0"
"Luxembourg","Iraq","2010","0","0","0","0"
"Luxembourg","Islamic Rep. of Iran","2010","0","0","0","0"
"Luxembourg","Kazakhstan","2010","0","0","0","0"
"Luxembourg","Lebanon","2010","0","0","0","0"
"Luxembourg","Russian Federation","2010","0","0","0","0"
"Luxembourg","Rwanda","2010","0","0","0","0"
"Luxembourg","Serbia (and Kosovo: S/RES/1244 (1999))","2010","0","0","0","0"
"Luxembourg","Somalia","2010","0","0","0","0"
"Luxembourg","Togo","2010","0","0","0","0"
"Luxembourg","Uruguay","2010","0","0","0","0"
"Luxembourg","Various","2010","3254","0","3254","0"
"Macao SAR, China","Pakistan","2010","0","0","0","0"
"Madagascar","Burundi","2010","0","0","0","0"
"Malawi","Burundi","2010","1287","1287","1287","1287"
"Malawi","Dem. Rep. of the Congo","2010","2227","2227","2227","2227"
"Malawi","Eritrea","2010","0","0","0","0"
"Malawi","Ethiopia","2010","3","3","3","3"
"Malawi","Rwanda","2010","2163","2163","2163","2163"
"Malawi","Somalia","2010","56","56","56","56"
"Malawi","Sudan","2010","2","2","2","2"
"Malawi","Zimbabwe","2010","2","2","2","2"
"Malaysia","Afghanistan","2010","430","430","430","430"
"Malaysia","Algeria","2010","0","0","0","0"
"Malaysia","Bangladesh","2010","8","8","11","11"
"Malaysia","Bhutan","2010","3","3","3","3"
"Malaysia","Bosnia and Herzegovina","2010","0","0","0","0"
"Malaysia","Burundi","2010","1","1","1","1"
"Malaysia","Cambodia","2010","26","26","39","39"
"Malaysia","Cameroon","2010","2","2","2","2"
"Malaysia","Chad","2010","2","2","2","2"
"Malaysia","China","2010","54","54","54","54"
"Malaysia","Congo","2010","0","0","0","0"
"Malaysia","Côte d'Ivoire","2010","3","3","3","3"
"Malaysia","Dem. Rep. of the Congo","2010","4","4","4","4"
"Malaysia","Eritrea","2010","6","6","6","6"
"Malaysia","Ethiopia","2010","3","3","3","3"
"Malaysia","Indonesia","2010","7","7","814","814"
"Malaysia","Iraq","2010","498","498","498","498"
"Malaysia","Islamic Rep. of Iran","2010","53","53","53","53"
"Malaysia","Jordan","2010","1","1","1","1"
"Malaysia","Kenya","2010","3","3","3","3"
"Malaysia","Kuwait","2010","1","1","1","1"
"Malaysia","Lao People's Dem. Rep.","2010","0","0","1","1"
"Malaysia","Lebanon","2010","1","1","1","1"
"Malaysia","Liberia","2010","11","11","12","12"
"Malaysia","Myanmar","2010","76094","76094","76120","76120"
"Malaysia","Nepal","2010","7","7","12","12"
"Malaysia","Nigeria","2010","2","2","2","2"
"Malaysia","Pakistan","2010","45","45","45","45"
"Malaysia","Philippines","2010","0","0","0","0"
"Malaysia","Russian Federation","2010","4","4","4","4"
"Malaysia","Rwanda","2010","1","1","1","1"
"Malaysia","Sierra Leone","2010","3","3","3","3"
"Malaysia","Somalia","2010","831","831","831","831"
"Malaysia","Sri Lanka","2010","2277","2277","2278","2278"
"Malaysia","State of Palestine","2010","195","195","195","195"
"Malaysia","Sudan","2010","58","58","58","58"
"Malaysia","Thailand","2010","0","0","8","8"
"Malaysia","Tunisia","2010","0","0","0","0"
"Malaysia","Viet Nam","2010","4","4","4","4"
"Malaysia","Western Sahara","2010","1","1","1","1"
"Malaysia","Yemen","2010","9","9","9","9"
"Malaysia","Zimbabwe","2010","3","3","3","3"
"Mali","Afghanistan","2010","0","0","0","0"
"Mali","Algeria","2010","1","1","1","1"
"Mali","Benin","2010","9","9","9","9"
"Mali","Burkina Faso","2010","1","1","1","1"
"Mali","Burundi","2010","53","53","53","53"
"Mali","Cameroon","2010","20","20","20","20"
"Mali","Central African Rep.","2010","7","7","7","7"
"Mali","Chad","2010","46","46","46","46"
"Mali","Congo","2010","46","46","46","46"
"Mali","Côte d'Ivoire","2010","2033","2033","2033","2033"
"Mali","Dem. Rep. of the Congo","2010","130","130","130","130"
"Mali","Eritrea","2010","5","5","5","5"
"Mali","Ethiopia","2010","9","9","9","9"
"Mali","Gambia","2010","5","5","5","5"
"Mali","Ghana","2010","11","11","11","11"
"Mali","Guinea","2010","8","8","8","8"
"Mali","Guinea-Bissau","2010","19","19","19","19"
"Mali","Liberia","2010","424","424","424","424"
"Mali","Mauritania","2010","10468","10468","10468","10468"
"Mali","Niger","2010","2","2","2","2"
"Mali","Nigeria","2010","76","76","76","76"
"Mali","Rwanda","2010","96","96","96","96"
"Mali","Senegal","2010","27","27","27","27"
"Mali","Togo","2010","60","60","60","60"
"Mali","Tunisia","2010","1","1","1","1"
"Mali","Uganda","2010","1","1","1","1"
"Malta","Afghanistan","2010","8","0","8","0"
"Malta","Algeria","2010","0","0","0","0"
"Malta","Bangladesh","2010","4","0","4","0"
"Malta","China","2010","3","0","3","0"
"Malta","Côte d'Ivoire","2010","26","0","26","0"
"Malta","Dem. Rep. of the Congo","2010","68","0","68","0"
"Malta","Egypt","2010","5","0","5","0"
"Malta","Eritrea","2010","1270","0","1270","0"
"Malta","Ethiopia","2010","62","0","62","0"
"Malta","Georgia","2010","3","0","3","0"
"Malta","Iraq","2010","58","0","58","0"
"Malta","Islamic Rep. of Iran","2010","3","0","3","0"
"Malta","Kazakhstan","2010","1","0","1","0"
"Malta","Liberia","2010","6","0","6","0"
"Malta","Libya","2010","17","0","17","0"
"Malta","Mali","2010","6","0","6","0"
"Malta","Morocco","2010","4","0","4","0"
"Malta","Nigeria","2010","4","0","4","0"
"Malta","Pakistan","2010","8","0","8","0"
"Malta","Serbia (and Kosovo: S/RES/1244 (1999))","2010","2","0","2","0"
"Malta","Sierra Leone","2010","9","0","9","0"
"Malta","Somalia","2010","3605","0","3605","0"
"Malta","Sri Lanka","2010","14","0","14","0"
"Malta","State of Palestine","2010","28","0","28","0"
"Malta","Sudan","2010","262","0","262","0"
"Malta","Syrian Arab Rep.","2010","33","0","33","0"
"Malta","Togo","2010","1","0","1","0"
"Malta","Tunisia","2010","3","0","3","0"
"Malta","Turkey","2010","14","0","14","0"
"Malta","Various","2010","609","0","609","0"
"Mauritania","Angola","2010","2","1","2","1"
"Mauritania","Cameroon","2010","3","1","3","1"
"Mauritania","Central African Rep.","2010","12","4","12","4"
"Mauritania","Chad","2010","5","5","5","5"
"Mauritania","Congo","2010","20","9","20","9"
"Mauritania","Côte d'Ivoire","2010","339","284","339","284"
"Mauritania","Dem. Rep. of the Congo","2010","103","65","103","65"
"Mauritania","Guinea","2010","13","1","13","1"
"Mauritania","India","2010","1","0","1","0"
"Mauritania","Iraq","2010","51","20","51","20"
"Mauritania","Liberia","2010","92","89","92","89"
"Mauritania","Mali","2010","1","0","1","0"
"Mauritania","Morocco","2010","1","0","1","0"
"Mauritania","Senegal","2010","1","1","1","1"
"Mauritania","Somalia","2010","1","1","1","1"
"Mauritania","State of Palestine","2010","10","10","10","10"
"Mauritania","Sudan","2010","11","4","11","4"
"Mauritania","Togo","2010","48","38","48","38"
"Mauritania","Tunisia","2010","2","2","2","2"
"Mauritania","Uganda","2010","1","0","1","0"
"Mauritania","Western Sahara","2010","0","0","26000","0"
"Mexico","Afghanistan","2010","2","1","2","1"
"Mexico","Albania","2010","4","1","4","1"
"Mexico","Algeria","2010","1","0","1","0"
"Mexico","Angola","2010","3","0","3","0"
"Mexico","Bangladesh","2010","4","0","4","0"
"Mexico","Belize","2010","1","1","1","1"
"Mexico","Bolivia (Plurinational State of)","2010","1","0","1","0"
"Mexico","Brazil","2010","1","1","1","1"
"Mexico","Burundi","2010","1","0","1","0"
"Mexico","Cameroon","2010","10","2","10","2"
"Mexico","Chile","2010","2","0","2","0"
"Mexico","China","2010","5","0","5","0"
"Mexico","Colombia","2010","233","30","233","30"
"Mexico","Congo","2010","10","3","10","3"
"Mexico","Côte d'Ivoire","2010","2","0","2","0"
"Mexico","Cuba","2010","30","3","30","3"
"Mexico","Dem. People's Rep. of Korea","2010","1","0","1","0"
"Mexico","Dem. Rep. of the Congo","2010","53","13","53","13"
"Mexico","Dominican Rep.","2010","2","1","2","1"
"Mexico","Ecuador","2010","1","0","1","0"
"Mexico","El Salvador","2010","241","28","241","28"
"Mexico","Eritrea","2010","1","0","1","0"
"Mexico","Ethiopia","2010","3","1","3","1"
"Mexico","Ghana","2010","3","0","3","0"
"Mexico","Guatemala","2010","289","26","289","26"
"Mexico","Guinea","2010","5","0","5","0"
"Mexico","Haiti","2010","182","22","182","22"
"Mexico","Honduras","2010","69","21","69","21"
"Mexico","India","2010","15","5","15","5"
"Mexico","Indonesia","2010","1","0","1","0"
"Mexico","Iraq","2010","41","8","41","8"
"Mexico","Islamic Rep. of Iran","2010","22","3","22","3"
"Mexico","Jamaica","2010","2","1","2","1"
"Mexico","Jordan","2010","1","1","1","1"
"Mexico","Kenya","2010","1","0","1","0"
"Mexico","Lebanon","2010","1","0","1","0"
"Mexico","Myanmar","2010","1","0","1","0"
"Mexico","Nepal","2010","11","0","11","0"
"Mexico","Nicaragua","2010","13","3","13","3"
"Mexico","Nigeria","2010","12","5","12","5"
"Mexico","Pakistan","2010","1","0","1","0"
"Mexico","Peru","2010","10","1","10","1"
"Mexico","Rep. of Korea","2010","1","1","1","1"
"Mexico","Romania","2010","13","0","13","0"
"Mexico","Russian Federation","2010","5","1","5","1"
"Mexico","Saudi Arabia","2010","1","0","1","0"
"Mexico","Senegal","2010","2","1","2","1"
"Mexico","Serbia (and Kosovo: S/RES/1244 (1999))","2010","2","0","2","0"
"Mexico","Sierra Leone","2010","1","0","1","0"
"Mexico","Somalia","2010","2","2","2","2"
"Mexico","South Africa","2010","1","1","1","1"
"Mexico","Sri Lanka","2010","41","6","41","6"
"Mexico","State of Palestine","2010","5","0","5","0"
"Mexico","Sudan","2010","4","1","4","1"
"Mexico","The former Yugoslav Rep. of Macedonia","2010","1","1","1","1"
"Mexico","Togo","2010","1","0","1","0"
"Mexico","Tunisia","2010","1","1","1","1"
"Mexico","Turkey","2010","5","0","5","0"
"Mexico","Uganda","2010","1","1","1","1"
"Mexico","Uzbekistan","2010","2","0","2","0"
"Mexico","Venezuela (Bolivarian Republic of)","2010","9","2","9","2"
"Mexico","Viet Nam","2010","1","0","1","0"
"Mexico","Zimbabwe","2010","4","1","4","1"
"Micronesia (Federated States of)","Myanmar","2010","0","0","0","0"
"Mongolia","China","2010","12","12","12","12"
"Montenegro","Belarus","2010","1","1","1","1"
"Montenegro","Bosnia and Herzegovina","2010","3858","3858","3858","3858"
"Montenegro","Croatia","2010","1557","1557","1557","1557"
"Montenegro","Serbia (and Kosovo: S/RES/1244 (1999))","2010","10948","10948","10948","10948"
"Montenegro","The former Yugoslav Rep. of Macedonia","2010","0","0","0","0"
"Morocco","Afghanistan","2010","8","8","8","8"
"Morocco","Algeria","2010","1","1","1","1"
"Morocco","Angola","2010","3","3","3","3"
"Morocco","Cameroon","2010","8","8","8","8"
"Morocco","Central African Rep.","2010","3","3","3","3"
"Morocco","Chad","2010","5","5","5","5"
"Morocco","China","2010","1","1","1","1"
"Morocco","Congo","2010","20","20","20","20"
"Morocco","Côte d'Ivoire","2010","272","272","272","272"
"Morocco","Dem. Rep. of the Congo","2010","212","212","212","212"
"Morocco","Eritrea","2010","5","5","5","5"
"Morocco","Guinea","2010","3","3","3","3"
"Morocco","Iraq","2010","168","168","168","168"
"Morocco","Islamic Rep. of Iran","2010","0","0","0","0"
"Morocco","Liberia","2010","16","16","16","16"
"Morocco","Libya","2010","0","0","0","0"
"Morocco","Niger","2010","1","1","1","1"
"Morocco","Nigeria","2010","5","5","5","5"
"Morocco","Pakistan","2010","7","7","7","7"
"Morocco","Rwanda","2010","6","6","6","6"
"Morocco","Senegal","2010","6","6","6","6"
"Morocco","Sierra Leone","2010","0","0","0","0"
"Morocco","Somalia","2010","3","3","3","3"
"Morocco","Sri Lanka","2010","1","1","1","1"
"Morocco","State of Palestine","2010","30","30","30","30"
"Morocco","Sudan","2010","3","3","3","3"
"Morocco","Togo","2010","1","1","1","1"
"Morocco","Tunisia","2010","3","3","3","3"
"Morocco","Uganda","2010","1","1","1","1"
"Morocco","Yemen","2010","0","0","0","0"
"Morocco","Zimbabwe","2010","0","0","0","0"
"Mozambique","Afghanistan","2010","1","0","1","0"
"Mozambique","Angola","2010","6","5","6","5"
"Mozambique","Bangladesh","2010","0","0","0","0"
"Mozambique","Burundi","2010","934","304","934","304"
"Mozambique","Congo","2010","18","13","18","13"
"Mozambique","Cuba","2010","1","0","1","0"
"Mozambique","Dem. Rep. of the Congo","2010","2262","1842","2262","1842"
"Mozambique","Liberia","2010","1","0","1","0"
"Mozambique","Madagascar","2010","1","0","1","0"
"Mozambique","Rwanda","2010","820","220","820","220"
"Mozambique","Sierra Leone","2010","1","0","1","0"
"Mozambique","Somalia","2010","27","0","27","0"
"Mozambique","Sudan","2010","2","0","2","0"
"Mozambique","Uganda","2010","3","0","3","0"
"Namibia","Angola","2010","5904","5904","5904","5904"
"Namibia","Burundi","2010","178","178","178","178"
"Namibia","Cameroon","2010","2","2","2","2"
"Namibia","Central African Rep.","2010","2","2","2","2"
"Namibia","Congo","2010","9","9","9","9"
"Namibia","Dem. Rep. of the Congo","2010","1035","1035","1035","1035"
"Namibia","Eritrea","2010","1","1","1","1"
"Namibia","Rwanda","2010","84","84","84","84"
"Namibia","Sierra Leone","2010","0","0","0","0"
"Namibia","Sudan","2010","6","6","6","6"
"Namibia","Uganda","2010","3","3","3","3"
"Namibia","United Rep. of Tanzania","2010","1","1","1","1"
"Namibia","Western Sahara","2010","1","1","1","1"
"Namibia","Zimbabwe","2010","28","28","28","28"
"Nepal","Afghanistan","2010","2","2","2","2"
"Nepal","Bangladesh","2010","1","1","1","1"
"Nepal","Bhutan","2010","72242","72242","74536","72242"
"Nepal","China","2010","0","0","0","0"
"Nepal","Ethiopia","2010","0","0","0","0"
"Nepal","Iraq","2010","3","3","3","3"
"Nepal","Islamic Rep. of Iran","2010","1","1","1","1"
"Nepal","Myanmar","2010","35","35","35","35"
"Nepal","Pakistan","2010","156","156","156","156"
"Nepal","Somalia","2010","72","72","72","72"
"Nepal","Sri Lanka","2010","2","2","2","2"
"Nepal","Tibetans","2010","15000","0","15000","0"
"Netherlands","Afghanistan","2010","6731","0","6731","0"
"Netherlands","Albania","2010","36","0","36","0"
"Netherlands","Algeria","2010","77","0","77","0"
"Netherlands","Andorra","2010","1","0","1","0"
"Netherlands","Angola","2010","1930","0","1930","0"
"Netherlands","Argentina","2010","1","0","1","0"
"Netherlands","Armenia","2010","1082","0","1082","0"
"Netherlands","Azerbaijan","2010","1887","0","1887","0"
"Netherlands","Bangladesh","2010","31","0","31","0"
"Netherlands","Belarus","2010","109","0","109","0"
"Netherlands","Belgium","2010","1","0","1","0"
"Netherlands","Benin","2010","13","0","13","0"
"Netherlands","Bhutan","2010","155","0","155","0"
"Netherlands","Bosnia and Herzegovina","2010","571","0","571","0"
"Netherlands","Brazil","2010","4","0","4","0"
"Netherlands","Bulgaria","2010","3","0","3","0"
"Netherlands","Burkina Faso","2010","8","0","8","0"
"Netherlands","Burundi","2010","2223","0","2223","0"
"Netherlands","Cabo Verde","2010","1","0","1","0"
"Netherlands","Cambodia","2010","31","0","31","0"
"Netherlands","Cameroon","2010","213","0","213","0"
"Netherlands","Central African Rep.","2010","6","0","6","0"
"Netherlands","Chad","2010","19","0","19","0"
"Netherlands","Chile","2010","2","0","2","0"
"Netherlands","China","2010","938","0","938","0"
"Netherlands","Colombia","2010","307","0","307","0"
"Netherlands","Congo","2010","726","0","726","0"
"Netherlands","Côte d'Ivoire","2010","600","0","600","0"
"Netherlands","Croatia","2010","45","0","45","0"
"Netherlands","Cuba","2010","14","0","14","0"
"Netherlands","Czech Rep.","2010","11","0","11","0"
"Netherlands","Dem. People's Rep. of Korea","2010","32","0","32","0"
"Netherlands","Dem. Rep. of the Congo","2010","998","0","998","0"
"Netherlands","Djibouti","2010","11","0","11","0"
"Netherlands","Ecuador","2010","5","0","5","0"
"Netherlands","Egypt","2010","46","0","46","0"
"Netherlands","Eritrea","2010","1423","0","1423","0"
"Netherlands","Ethiopia","2010","628","0","628","0"
"Netherlands","France","2010","1","0","1","0"
"Netherlands","Gabon","2010","3","0","3","0"
"Netherlands","Gambia","2010","19","0","19","0"
"Netherlands","Georgia","2010","173","0","173","0"
"Netherlands","Germany","2010","3","0","3","0"
"Netherlands","Ghana","2010","2","0","2","0"
"Netherlands","Greece","2010","1","0","1","0"
"Netherlands","Guinea","2010","1009","0","1009","0"
"Netherlands","Guinea-Bissau","2010","11","0","11","0"
"Netherlands","Haiti","2010","2","0","2","0"
"Netherlands","Honduras","2010","6","0","6","0"
"Netherlands","Hungary","2010","2","0","2","0"
"Netherlands","India","2010","14","0","14","0"
"Netherlands","Indonesia","2010","35","0","35","0"
"Netherlands","Iraq","2010","17779","0","17779","0"
"Netherlands","Islamic Rep. of Iran","2010","2758","0","2758","0"
"Netherlands","Israel","2010","3","0","3","0"
"Netherlands","Jamaica","2010","14","0","14","0"
"Netherlands","Jordan","2010","9","0","9","0"
"Netherlands","Kazakhstan","2010","129","0","129","0"
"Netherlands","Kenya","2010","33","0","33","0"
"Netherlands","Kuwait","2010","8","0","8","0"
"Netherlands","Kyrgyzstan","2010","60","0","60","0"
"Netherlands","Lao People's Dem. Rep.","2010","17","0","17","0"
"Netherlands","Latvia","2010","3","0","3","0"
"Netherlands","Lebanon","2010","61","0","61","0"
"Netherlands","Liberia","2010","493","0","493","0"
"Netherlands","Libya","2010","303","0","303","0"
"Netherlands","Malawi","2010","3","0","3","0"
"Netherlands","Malaysia","2010","2","0","2","0"
"Netherlands","Mali","2010","8","0","8","0"
"Netherlands","Mauritania","2010","40","0","40","0"
"Netherlands","Mexico","2010","2","0","2","0"
"Netherlands","Mongolia","2010","61","0","61","0"
"Netherlands","Morocco","2010","15","0","15","0"
"Netherlands","Mozambique","2010","2","0","2","0"
"Netherlands","Myanmar","2010","632","0","632","0"
"Netherlands","Namibia","2010","3","0","3","0"
"Netherlands","Nepal","2010","299","0","299","0"
"Netherlands","Niger","2010","62","0","62","0"
"Netherlands","Nigeria","2010","203","0","203","0"
"Netherlands","Pakistan","2010","185","0","185","0"
"Netherlands","Peru","2010","9","0","9","0"
"Netherlands","Philippines","2010","15","0","15","0"
"Netherlands","Rep. of Korea","2010","7","0","7","0"
"Netherlands","Rep. of Moldova","2010","10","0","10","0"
"Netherlands","Romania","2010","22","0","22","0"
"Netherlands","Russian Federation","2010","1104","0","1104","0"
"Netherlands","Rwanda","2010","554","0","554","0"
"Netherlands","Saudi Arabia","2010","18","0","18","0"
"Netherlands","Senegal","2010","12","0","12","0"
"Netherlands","Serbia (and Kosovo: S/RES/1244 (1999))","2010","1269","0","1269","0"
"Netherlands","Sierra Leone","2010","3516","0","3516","0"
"Netherlands","Slovakia","2010","16","0","16","0"
"Netherlands","Somalia","2010","13736","0","13736","0"
"Netherlands","South Africa","2010","2","0","2","0"
"Netherlands","Spain","2010","1","0","1","0"
"Netherlands","Sri Lanka","2010","649","0","649","0"
"Netherlands","State of Palestine","2010","26","0","26","0"
"Netherlands","Stateless","2010","757","0","757","0"
"Netherlands","Sudan","2010","1704","0","1704","0"
"Netherlands","Suriname","2010","5","0","5","0"
"Netherlands","Swaziland","2010","1","0","1","0"
"Netherlands","Sweden","2010","1","0","1","0"
"Netherlands","Syrian Arab Rep.","2010","1186","0","1186","0"
"Netherlands","Tajikistan","2010","43","0","43","0"
"Netherlands","The former Yugoslav Rep. of Macedonia","2010","13","0","13","0"
"Netherlands","Togo","2010","210","0","210","0"
"Netherlands","Tunisia","2010","42","0","42","0"
"Netherlands","Turkey","2010","684","0","684","0"
"Netherlands","Turkmenistan","2010","20","0","20","0"
"Netherlands","Uganda","2010","171","0","171","0"
"Netherlands","Ukraine","2010","124","0","124","0"
"Netherlands","United Kingdom","2010","1","0","1","0"
"Netherlands","United Rep. of Tanzania","2010","8","0","8","0"
"Netherlands","United States","2010","1","0","1","0"
"Netherlands","Uzbekistan","2010","225","0","225","0"
"Netherlands","Various","2010","3298","0","3298","0"
"Netherlands","Viet Nam","2010","44","0","44","0"
"Netherlands","Yemen","2010","34","0","34","0"
"Netherlands","Zambia","2010","1","0","1","0"
"Netherlands","Zimbabwe","2010","35","0","35","0"
"New Zealand","Afghanistan","2010","172","0","172","0"
"New Zealand","Albania","2010","3","0","3","0"
"New Zealand","Algeria","2010","28","0","28","0"
"New Zealand","Angola","2010","2","0","2","0"
"New Zealand","Bahrain","2010","2","0","2","0"
